,language
22454,Italiano
22455,"English, suomi"
22456,English
22457,English
22458,English
22459,English
22460,
22461,English
22462,"Türkçe, العربية, English, Français"
22463,日本語
22464,Deutsch
22465,Français
22466,English
22467,English
22468,"English, Français"
22469,English
22470,
22471,اردو
22472,Español
22473,English
22474,English
22475,Íslenska
22476,svenska
22477,Dansk
22478,
22479,English
22480,English
22481,English
22482,
22483,English
22484,Nederlands
22485,
22486,English
22487,English
22488,
22489,English
22490,"български език, Deutsch, ελληνικά, Español"
22491,"Deutsch, English, Pусский"
22492,English
22493,Polski
22494,English
22495,"日本語, Français, Pусский, English, العربية"
22496,Français
22497,"English, Français, Deutsch, Italiano"
22498,English
22499,"English, Français"
22500,Español
22501,English
22502,"Deutsch, English"
22503,"English, 日本語"
22504,"English, Español"
22505,"Español, English"
22506,English
22507,English
22508,
22509,English
22510,English
22511,English
22512,English
22513,English
22514,日本語
22515,English
22516,English
22517,English
22518,English
22519,English
22520,English
22521,"English, 日本語"
22522,
22523,English
22524,English
22525,English
22526,English
22527,
22528,"English, Deutsch"
22529,English
22530,"Español, Français, English, Deutsch"
22531,English
22532,English
22533,English
22534,
22535,Français
22536,Pусский
22537,"English, Deutsch, 日本語"
22538,"English, Eesti, svenska"
22539,Norsk
22540,
22541,
22542,English
22543,English
22544,"Français, English, Español"
22545,English
22546,svenska
22547,日本語
22548,English
22549,English
22550,
22551,English
22552,English
22553,English
22554,English
22555,
22556,"English, فارسی, Türkçe"
22557,فارسی
22558,English
22559,Português
22560,
22561,"English, 日本語"
22562,English
22563,English
22564,
22565,English
22566,English
22567,English
22568,English
22569,English
22570,English
22571,English
22572,"English, Français"
22573,日本語
22574,English
22575,English
22576,English
22577,Français
22578,Français
22579,Français
22580,English
22581,English
22582,العربية
22583,Français
22584,English
22585,English
22586,English
22587,Deutsch
22588,English
22589,Nederlands
22590,"English, Deutsch"
22591,日本語
22592,Français
22593,English
22594,English
22595,Français
22596,"English, Português"
22597,English
22598,English
22599,"العربية, Français"
22600,
22601,"العربية, English"
22602,Español
22603,English
22604,English
22605,English
22606,English
22607,svenska
22608,svenska
22609,Français
22610,Français
22611,English
22612,English
22613,
22614,Français
22615,English
22616,English
22617,English
22618,
22619,ελληνικά
22620,"ελληνικά, English"
22621,Español
22622,English
22623,English
22624,English
22625,English
22626,English
22627,Español
22628,English
22629,English
22630,ελληνικά
22631,ελληνικά
22632,
22633,English
22634,English
22635,English
22636,
22637,Türkçe
22638,English
22639,English
22640,"English, Deutsch"
22641,日本語
22642,English
22643,English
22644,"Français, Română, Español"
22645,Español
22646,
22647,English
22648,English
22649,English
22650,Deutsch
22651,English
22652,"ελληνικά, English, Español"
22653,Türkçe
22654,English
22655,"العربية, Hrvatski, English, Srpski, Español, svenska"
22656,
22657,Deutsch
22658,Français
22659,English
22660,English
22661,Français
22662,Français
22663,English
22664,Français
22665,English
22666,English
22667,English
22668,English
22669,English
22670,日本語
22671,English
22672,English
22673,Français
22674,
22675,English
22676,English
22677,English
22678,
22679,Italiano
22680,
22681,"Français, English"
22682,
22683,English
22684,English
22685,English
22686,suomi
22687,English
22688,English
22689,English
22690,English
22691,
22692,English
22693,日本語
22694,"English, 日本語"
22695,English
22696,English
22697,
22698,English
22699,English
22700,English
22701,English
22702,
22703,English
22704,English
22705,"English, Pусский"
22706,English
22707,Português
22708,"Português, Español"
22709,Português
22710,"العربية, Español"
22711,Deutsch
22712,English
22713,Český
22714,Türkçe
22715,English
22716,English
22717,Français
22718,English
22719,Français
22720,Français
22721,Nederlands
22722,English
22723,English
22724,
22725,"Dansk, Norsk"
22726,English
22727,svenska
22728,English
22729,Français
22730,English
22731,
22732,English
22733,English
22734,
22735,English
22736,
22737,
22738,English
22739,"Deutsch, Norsk, Polski, Español"
22740,"Français, English"
22741,"English, Italiano"
22742,Français
22743,
22744,English
22745,No Language
22746,Español
22747,Deutsch
22748,
22749,English
22750,English
22751,"euskera, Español"
22752,English
22753,日本語
22754,日本語
22755,日本語
22756,"English, Español"
22757,Français
22758,"English, Español"
22759,"Eesti, svenska"
22760,English
22761,English
22762,"English, Deutsch, Pусский, Français"
22763,English
22764,English
22765,English
22766,"English, Français"
22767,Français
22768,English
22769,English
22770,"English, Deutsch"
22771,English
22772,English
22773,English
22774,English
22775,English
22776,English
22777,English
22778,svenska
22779,
22780,
22781,English
22782,English
22783,Français
22784,suomi
22785,
22786,Français
22787,Français
22788,English
22789,English
22790,English
22791,English
22792,"ελληνικά, Français, shqip"
22793,Français
22794,"Italiano, English, Deutsch"
22795,
22796,
22797,English
22798,English
22799,Dansk
22800,English
22801,Türkçe
22802,Türkçe
22803,suomi
22804,
22805,Français
22806,
22807,English
22808,Tiếng Việt
22809,svenska
22810,"Deutsch, Türkçe"
22811,
22812,فارسی
22813,suomi
22814,"suomi, Polski, Pусский"
22815,
22816,
22817,Italiano
22818,
22819,English
22820,English
22821,English
22822,Français
22823,"Deutsch, Français"
22824,Español
22825,
22826,
22827,Deutsch
22828,English
22829,English
22830,日本語
22831,English
22832,English
22833,English
22834,English
22835,Deutsch
22836,"Français, English"
22837,English
22838,English
22839,
22840,普通话
22841,English
22842,English
22843,
22844,English
22845,English
22846,
22847,Français
22848,English
22849,English
22850,Español
22851,Español
22852,
22853,Français
22854,Italiano
22855,English
22856,English
22857,English
22858,
22859,
22860,"euskera, English, Italiano"
22861,English
22862,English
22863,
22864,Français
22865,English
22866,Français
22867,Português
22868,English
22869,日本語
22870,Français
22871,English
22872,
22873,English
22874,English
22875,English
22876,English
22877,English
22878,English
22879,English
22880,普通话
22881,Français
22882,Français
22883,English
22884,
22885,English
22886,"English, Français"
22887,"Español, English, فارسی"
22888,English
22889,English
22890,
22891,English
22892,普通话
22893,普通话
22894,English
22895,English
22896,"Español, English"
22897,English
22898,English
22899,English
22900,English
22901,svenska
22902,English
22903,Norsk
22904,Español
22905,English
22906,日本語
22907,Español
22908,Français
22909,العربية
22910,
22911,"العربية, English"
22912,
22913,"Український, English, Français"
22914,Español
22915,Français
22916,"Français, Polski"
22917,English
22918,日本語
22919,日本語
22920,日本語
22921,
22922,English
22923,English
22924,English
22925,"English, Polski"
22926,"Français, Deutsch"
22927,"日本語, Polski"
22928,English
22929,
22930,Français
22931,
22932,No Language
22933,English
22934,
22935,English
22936,English
22937,English
22938,"Dansk, English"
22939,English
22940,English
22941,
22942,Français
22943,English
22944,"English, Deutsch"
22945,English
22946,Français
22947,"English, Français"
22948,"English, Galego, Español"
22949,English
22950,English
22951,日本語
22952,English
22953,
22954,English
22955,English
22956,
22957,English
22958,English
22959,日本語
22960,English
22961,日本語
22962,Deutsch
22963,English
22964,English
22965,English
22966,English
22967,English
22968,English
22969,Deutsch
22970,English
22971,日本語
22972,English
22973,English
22974,"shqip, English"
22975,English
22976,日本語
22977,"Deutsch, 日本語, Pусский"
22978,English
22979,suomi
22980,English
22981,English
22982,English
22983,"Français, Polski"
22984,English
22985,Español
22986,English
22987,English
22988,"English, Italiano"
22989,
22990,English
22991,English
22992,
22993,Italiano
22994,English
22995,English
22996,English
22997,English
22998,English
22999,"Dansk, svenska, العربية"
23000,English
23001,English
23002,"English, Français, 日本語"
23003,English
23004,
23005,Français
23006,Español
23007,English
23008,日本語
23009,English
23010,Français
23011,
23012,Português
23013,Português
23014,Italiano
23015,日本語
23016,English
23017,English
23018,Deutsch
23019,English
23020,English
23021,English
23022,English
23023,English
23024,English
23025,English
23026,English
23027,English
23028,Français
23029,English
23030,English
23031,普通话
23032,"Français, English"
23033,
23034,Français
23035,日本語
23036,English
23037,English
23038,Deutsch
23039,English
23040,English
23041,English
23042,
23043,
23044,English
23045,English
23046,English
23047,Français
23048,suomi
23049,suomi
23050,English
23051,"ქართული, Deutsch, Italiano, Pусский"
23052,Français
23053,English
23054,"English, Français, svenska"
23055,Português
23056,Português
23057,Português
23058,English
23059,Nederlands
23060,"English, Français"
23061,"Français, Magyar"
23062,日本語
23063,"euskera, Español"
23064,English
23065,English
23066,"English, Deutsch"
23067,English
23068,Français
23069,
23070,English
23071,"Deutsch, Français"
23072,svenska
23073,English
23074,English
23075,English
23076,English
23077,
23078,English
23079,English
23080,English
23081,Français
23082,日本語
23083,
23084,English
23085,English
23086,English
23087,"English, Italiano"
23088,
23089,Nederlands
23090,Français
23091,English
23092,
23093,English
23094,"English, Français"
23095,English
23096,English
23097,English
23098,"English, Deutsch, Norsk"
23099,suomi
23100,Français
23101,English
23102,
23103,日本語
23104,"English, 日本語"
23105,English
23106,English
23107,English
23108,日本語
23109,"Deutsch, Français"
23110,Português
23111,Français
23112,"English, Français"
23113,
23114,English
23115,"Français, Wolof"
23116,Français
23117,Français
23118,Français
23119,"English, Nederlands, العربية, Français, Türkçe"
23120,"English, Italiano"
23121,English
23122,"English, 日本語"
23123,English
23124,English
23125,
23126,English
23127,English
23128,English
23129,English
23130,English
23131,English
23132,"English, Deutsch, Español"
23133,
23134,
23135,English
23136,"Français, English"
23137,Français
23138,English
23139,
23140,Deutsch
