,release_date
21130,2011-03-25
21131,2012-07-16
21132,2012-06-12
21133,2009-04-04
21134,2013-05-31
21135,1993-11-03
21136,2011-04-24
21137,2013-03-17
21138,2013-06-07
21139,2010-01-01
21140,2012-09-28
21141,2007-05-23
21142,1966-11-21
21143,2009-09-05
21144,2013-06-14
21145,1977-01-01
21146,1990-05-11
21147,2011-10-25
21148,2010-07-28
21149,2012-09-03
21150,2008-10-03
21151,1970-09-06
21152,2008-03-05
21153,2013-06-12
21154,2007-04-01
21155,2013-06-20
21156,2012-04-25
21157,2013-07-05
21158,2012-06-01
21159,2010-09-17
21160,2010-12-14
21161,2013-01-10
21162,1993-09-16
21163,1979-11-25
21164,1974-01-01
21165,1979-02-11
21166,1975-01-01
21167,2009-08-22
21168,2012-03-11
21169,2011-05-17
21170,2011-07-02
21171,2013-06-18
21172,2012-12-26
21173,2012-07-12
21174,2012-09-09
21175,2013-06-30
21176,2013-07-11
21177,2013-05-20
21178,2013-01-01
21179,2012-10-26
21180,1968-11-27
21181,1961-08-25
21182,2005-11-05
21183,2013-06-20
21184,2013-08-07
21185,2013-01-18
21186,2004-01-18
21187,1999-12-07
21188,1938-04-07
21189,2012-09-21
21190,1987-11-20
21191,1981-10-14
21192,2013-05-24
21193,2013-05-02
21194,2008-12-01
21195,2013-03-12
21196,2012-04-21
21197,1968-02-07
21198,1959-12-18
21199,1972-03-02
21200,1971-03-12
21201,2012-05-31
21202,2012-11-25
21203,2013-06-07
21204,2013-06-27
21205,2001-09-21
21206,2013-04-16
21207,2004-02-05
21208,2012-04-11
21209,1971-01-17
21210,1957-10-04
21211,2001-03-24
21212,2009-05-01
21213,2011-12-28
21214,2013-06-25
21215,2013-06-27
21216,2013-07-18
21217,2012-08-24
21218,2012-11-01
21219,2013-05-07
21220,2013-02-20
21221,2011-08-01
21222,2013-06-27
21223,2013-01-11
21224,1961-04-24
21225,2010-08-24
21226,2013-07-03
21227,2012-06-27
21228,2010-01-24
21229,1951-09-02
21230,1999-11-19
21231,1985-10-04
21232,2012-09-20
21233,2010-09-16
21234,2002-01-01
21235,2000-02-27
21236,1915-01-20
21237,2007-11-24
21238,1935-12-06
21239,2001-01-21
21240,2012-07-25
21241,2011-11-20
21242,2007-08-01
21243,2012-09-07
21244,2013-06-10
21245,2008-07-15
21246,1991-09-18
21247,1994-08-17
21248,2012-11-09
21249,2007-09-09
21250,2012-09-07
21251,2011-12-25
21252,1997-04-04
21253,2005-10-15
21254,2013-06-06
21255,2005-10-15
21256,2010-05-30
21257,2013-01-21
21258,1983-11-05
21259,2012-10-05
21260,2013-03-13
21261,1951-06-02
21262,1946-02-17
21263,1992-01-01
21264,2010-10-08
21265,2007-03-09
21266,2008-10-25
21267,1982-09-28
21268,2010-12-12
21269,1934-11-10
21270,2013-08-02
21271,2012-09-07
21272,2013-08-30
21273,2010-10-09
21274,2011-08-25
21275,2012-04-25
21276,2010-12-23
21277,2012-02-26
21278,2010-01-01
21279,1996-10-30
21280,2013-07-03
21281,2013-01-20
21282,1967-04-14
21283,2012-06-15
21284,2013-06-20
21285,2013-08-09
21286,1934-05-01
21287,2013-06-05
21288,1972-04-12
21289,2013-07-11
21290,1980-05-25
21291,2010-07-01
21292,2013-03-14
21293,1991-05-22
21294,2012-09-09
21295,1992-06-05
21296,2011-05-13
21297,1999-09-06
21298,1991-12-25
21299,1990-01-16
21300,2013-07-25
21301,2013-03-07
21302,1981-07-12
21303,1974-01-03
21304,2008-10-24
21305,2009-11-12
21306,1965-08-01
21307,2013-07-12
21308,2013-07-19
21309,1989-01-20
21310,1995-01-13
21311,2012-10-25
21312,1945-05-01
21313,2013-07-18
21314,2010-07-19
21315,2013-07-28
21316,2011-01-02
21317,1966-02-01
21318,2013-03-22
21319,2013-07-12
21320,2013-07-12
21321,2012-08-31
21322,2005-11-04
21323,2010-11-10
21324,1968-02-01
21325,1981-10-04
21326,2013-07-05
21327,2013-07-18
21328,2004-10-08
21329,1964-01-01
21330,2011-02-02
21331,2011-01-23
21332,2013-04-12
21333,2011-12-02
21334,2007-01-11
21335,2013-08-23
21336,1967-02-25
21337,1989-01-01
21338,1962-05-09
21339,2013-07-22
21340,2012-02-11
21341,1947-09-19
21342,2013-04-20
21343,2006-05-30
21344,2013-07-11
21345,1958-07-01
21346,2013-03-06
21347,2013-07-23
21348,2012-04-18
21349,2007-10-11
21350,1965-08-31
21351,2011-05-13
21352,2013-02-09
21353,2001-01-17
21354,2008-10-30
21355,2003-09-12
21356,2013-06-10
21357,2013-08-23
21358,2012-09-21
21359,2013-09-06
21360,2013-07-18
21361,1987-08-18
21362,2012-10-13
21363,2013-07-09
21364,1990-02-18
21365,1939-12-15
21366,2013-03-07
21367,2006-10-04
21368,1991-09-06
21369,1991-05-15
21370,2005-10-01
21371,2012-01-27
21372,1970-01-23
21373,2007-03-02
21374,2005-09-23
21375,2007-11-20
21376,2013-02-21
21377,1935-09-07
21378,2010-01-01
21379,2011-06-29
21380,2012-07-17
21381,2013-03-07
21382,2012-06-30
21383,2007-12-31
21384,2009-10-15
21385,2008-07-28
21386,2011-01-11
21387,1957-12-01
21388,2013-08-02
21389,2013-05-13
21390,2012-05-10
21391,1994-10-05
21392,2007-01-01
21393,1988-02-26
21394,2011-10-04
21395,2012-12-12
21396,2013-03-27
21397,2013-01-23
21398,1998-06-19
21399,2012-04-20
21400,2013-07-25
21401,2013-01-24
21402,2013-05-21
21403,2002-12-17
21404,1988-12-09
21405,2012-05-01
21406,2013-07-29
21407,1998-03-21
21408,1991-11-15
21409,1989-11-23
21410,1942-12-01
21411,1978-09-15
21412,1982-08-05
21413,1973-01-01
21414,2013-08-01
21415,1935-12-20
21416,1950-06-08
21417,2011-01-01
21418,2012-09-12
21419,2013-07-19
21420,1989-03-29
21421,1998-11-06
21422,1995-01-01
21423,2000-11-10
21424,1953-01-08
21425,1992-12-28
21426,2011-06-17
21427,2012-01-06
21428,2013-04-19
21429,2013-04-13
21430,1998-09-07
21431,2013-08-07
21432,2013-07-30
21433,2013-07-24
21434,1990-05-11
21435,2013-07-17
21436,1971-06-06
21437,2012-09-01
21438,2013-06-15
21439,1978-12-16
21440,2000-09-12
21441,2013-06-24
21442,1989-01-01
21443,1967-01-01
21444,2012-11-30
21445,1953-02-05
21446,2013-07-04
21447,1957-03-01
21448,1957-06-01
21449,2013-02-13
21450,1956-07-01
21451,2003-10-21
21452,2011-04-09
21453,1955-07-01
21454,1992-06-11
21455,2013-08-07
21456,1994-07-27
21457,1994-03-29
21458,2013-08-07
21459,1984-11-11
21460,2012-05-02
21461,2013-07-11
21462,2013-08-01
21463,2011-06-18
21464,2012-11-15
21465,1939-11-10
21466,1990-09-08
21467,2011-07-08
21468,2013-07-17
21469,2013-09-02
21470,2013-08-09
21471,1964-10-17
21472,1939-04-07
21473,1937-03-12
21474,2008-11-21
21475,1988-12-02
21476,2013-06-07
21477,2013-08-14
21478,2012-01-30
21479,1935-07-15
21480,2013-07-20
21481,2009-08-05
21482,2005-11-04
21483,1966-06-22
21484,2013-07-19
21485,1986-03-14
21486,2013-08-16
21487,1992-12-23
21488,1994-09-15
21489,2013-08-21
21490,2011-11-21
21491,2006-10-19
21492,2010-09-04
21493,2013-01-19
21494,2012-03-14
21495,2013-01-13
21496,1940-05-13
21497,2013-08-16
21498,2013-08-09
21499,2001-12-01
21500,1981-01-01
21501,1964-12-19
21502,2013-07-12
21503,2012-11-16
21504,2008-12-05
21505,2012-08-08
21506,2013-07-03
21507,2011-11-15
21508,2012-03-16
21509,2010-11-11
21510,1956-08-17
21511,2013-08-16
21512,2011-09-15
21513,2013-08-09
21514,2011-11-02
21515,2008-10-09
21516,2010-10-15
21517,2007-08-02
21518,1971-12-17
21519,2012-07-01
21520,2012-08-05
21521,2012-04-27
21522,2012-09-05
21523,2010-02-23
21524,2012-08-24
21525,2011-11-16
21526,2011-10-22
21527,2011-06-16
21528,1964-11-18
21529,2013-07-18
21530,2011-07-29
21531,1972-02-25
21532,1981-12-01
21533,2011-09-10
21534,1957-12-16
21535,1973-05-16
21536,2010-05-14
21537,2006-01-01
21538,1926-02-12
21539,1948-07-29
21540,1945-03-26
21541,1963-08-18
21542,2011-08-03
21543,1972-02-04
21544,2012-09-29
21545,2013-08-23
21546,2009-02-06
21547,1989-01-15
21548,2013-09-03
21549,1983-01-01
21550,1990-02-01
21551,2012-03-09
21552,1995-10-05
21553,1997-01-01
21554,2003-09-05
21555,2012-08-31
21556,2012-05-01
21557,2011-08-01
21558,2009-05-06
21559,1938-09-16
21560,1953-12-17
21561,1980-09-24
21562,2012-08-21
21563,2013-03-31
21564,2009-01-01
21565,2009-01-01
21566,2009-06-06
21567,2011-08-10
21568,2011-06-04
21569,2013-01-18
21570,2013-05-01
21571,2013-03-05
21572,2005-05-23
21573,2008-08-24
21574,1999-01-01
21575,2009-03-13
21576,1948-09-30
21577,1956-09-07
21578,1997-05-29
21579,2013-04-03
21580,2008-09-30
21581,2011-04-22
21582,2010-11-13
21583,1951-02-06
21584,1951-05-19
21585,2012-11-28
21586,1950-09-01
21587,1976-01-01
21588,1988-09-02
21589,1996-05-18
21590,2012-04-12
21591,2012-11-09
21592,1980-08-15
21593,1997-09-08
21594,1999-08-10
21595,2013-09-06
21596,2012-09-26
21597,1991-08-08
21598,1993-05-26
21599,1994-02-16
21600,1957-08-25
21601,1990-04-14
21602,2013-07-20
21603,1998-12-08
21604,2013-04-25
21605,1998-12-18
21606,2013-02-01
21607,2013-08-28
21608,1968-05-01
21609,1916-06-12
21610,2013-08-28
21611,1971-02-03
21612,2013-02-28
21613,2000-10-24
21614,2002-01-08
21615,2010-09-14
21616,2013-06-07
21617,2013-08-29
21618,2013-09-06
21619,2011-07-28
21620,2012-04-19
21621,2012-10-09
21622,2010-01-15
21623,2012-12-05
21624,1955-11-16
21625,2002-06-02
21626,1981-01-01
21627,2007-07-20
21628,1956-04-11
21629,1998-01-01
21630,1999-01-01
21631,2011-02-11
21632,1954-03-27
21633,2009-01-01
21634,1941-07-26
21635,1958-08-02
21636,2011-10-25
21637,2013-02-27
21638,2013-04-05
21639,1953-11-11
21640,1977-11-10
21641,1987-02-01
21642,1997-03-15
21643,2013-09-27
21644,2013-05-10
21645,2007-01-26
21646,1989-08-26
21647,1965-05-07
21648,2013-08-25
21649,2013-09-07
21650,2012-07-06
21651,2012-05-04
21652,1978-04-01
21653,2007-08-04
21654,2012-06-15
21655,2013-09-18
21656,2013-12-06
21657,2012-08-23
21658,2012-05-31
21659,2013-08-15
21660,2013-09-12
21661,2013-09-06
21662,2013-09-02
21663,2001-02-02
21664,2013-06-28
21665,2013-09-13
21666,2011-01-01
21667,2010-11-11
21668,1995-08-08
21669,2007-03-01
21670,2013-08-23
21671,2012-08-30
21672,1987-07-01
21673,1984-08-03
21674,1993-09-13
21675,2005-04-22
21676,1946-01-04
21677,1936-02-07
21678,2004-01-01
21679,2004-12-07
21680,2013-09-06
21681,2012-09-25
21682,2009-02-05
21683,1995-01-01
21684,2013-01-03
21685,2012-08-29
21686,2009-09-01
21687,2008-10-06
21688,2007-10-14
21689,2004-01-01
21690,1932-03-26
21691,1988-04-22
21692,2012-11-22
21693,2005-01-01
21694,2013-04-19
21695,2013-07-24
21696,2013-01-10
21697,1969-04-09
21698,2012-04-19
21699,1990-10-05
21700,1915-03-11
21701,1915-04-01
21702,2012-10-19
21703,2009-08-14
21704,1957-05-08
21705,2013-03-11
21706,2008-07-31
21707,2013-01-22
21708,2009-06-18
21709,1934-08-07
21710,1915-05-07
21711,1914-04-18
21712,2013-09-13
21713,2013-09-21
21714,2012-06-10
21715,2009-08-06
21716,1975-12-17
21717,2009-04-27
21718,2014-01-23
21719,1994-04-10
21720,1986-04-10
21721,1992-09-04
21722,2012-09-14
21723,2013-08-30
21724,2012-09-09
21725,2013-07-03
21726,2010-01-01
21727,1981-10-23
21728,1952-07-25
21729,2010-01-01
21730,2011-10-15
21731,2008-08-01
21732,2012-01-23
21733,2011-09-01
21734,2009-10-16
21735,2013-09-15
21736,1956-03-25
21737,2012-09-25
21738,1954-01-23
21739,1957-06-01
21740,1986-05-01
21741,2012-02-03
21742,2009-10-01
21743,2013-07-06
21744,2011-04-22
21745,2013-09-21
21746,2010-10-31
21747,1988-02-11
21748,2013-09-18
21749,2013-07-26
21750,2013-05-03
21751,2012-06-05
21752,1949-06-11
21753,2008-01-01
21754,2006-10-14
21755,1982-03-01
21756,2008-10-28
21757,2008-09-18
21758,2012-09-21
21759,2013-04-24
21760,2013-09-25
21761,2002-03-17
21762,1983-06-02
21763,2013-07-12
21764,2013-09-26
21765,2012-10-09
21766,2010-10-15
21767,1987-05-10
21768,2012-12-20
21769,1945-01-19
21770,1948-10-15
21771,2013-03-07
21772,2012-06-08
21773,2009-04-24
21774,2010-09-17
21775,2009-12-30
21776,2012-09-09
21777,1978-01-18
21778,1997-03-08
21779,1991-06-28
21780,1992-01-31
21781,2011-01-14
21782,1952-05-30
21783,2006-01-13
21784,2013-08-28
21785,2011-10-12
21786,1972-07-18
21787,1981-01-01
21788,2006-12-15
21789,2013-01-23
21790,2013-02-07
21791,2008-06-13
21792,2012-06-13
21793,2013-09-24
21794,1999-07-07
21795,2013-10-09
21796,2013-03-29
21797,2012-04-29
21798,2012-09-02
21799,1959-06-24
21800,2013-05-10
21801,2013-05-19
21802,2013-03-14
21803,1969-10-08
21804,2013-03-01
21805,2013-10-04
21806,2000-08-22
21807,1988-01-01
21808,2013-10-04
21809,1950-07-01
21810,2011-04-02
21811,1984-04-19
21812,2005-04-24
21813,2013-01-23
21814,1980-09-26
21815,2013-10-02
21816,2012-04-12
21817,2013-01-19
21818,1970-11-13
21819,2010-07-10
21820,2013-02-01
21821,1968-04-01
21822,1987-01-01
21823,1964-06-19
21824,1966-04-09
21825,2013-05-23
21826,2009-01-01
21827,2010-04-16
21828,2007-10-06
21829,1972-01-01
21830,2013-09-26
21831,2013-09-05
21832,2011-01-26
21833,2012-11-30
21834,1971-01-01
21835,2011-01-12
21836,1985-03-29
21837,2005-11-10
21838,2011-03-12
21839,2013-07-21
21840,1962-03-21
21841,2008-05-19
21842,2013-10-10
21843,1999-01-01
21844,1978-12-27
21845,2013-07-06
21846,2013-05-24
21847,1979-10-30
21848,2004-01-01
21849,2012-02-12
21850,1972-11-22
21851,2013-01-19
21852,1998-11-17
21853,2010-10-06
21854,2012-02-24
21855,2010-11-05
21856,2012-07-14
21857,1955-11-05
21858,2009-02-10
21859,1954-05-18
21860,2007-10-05
21861,2006-04-09
21862,2011-10-29
21863,1987-10-02
21864,1991-01-24
21865,2013-09-12
21866,2011-09-11
21867,2013-09-23
21868,1965-10-01
21869,2013-09-12
21870,2008-10-02
21871,1943-12-17
21872,2013-10-03
21873,2006-01-01
21874,1945-06-01
21875,1992-12-07
21876,2013-09-27
21877,2013-10-11
21878,2008-05-23
21879,2012-05-19
21880,2013-10-09
21881,1944-03-02
21882,1991-12-19
21883,2006-10-22
21884,2012-09-17
21885,2013-05-31
21886,2012-07-19
21887,2010-05-14
21888,2011-11-25
21889,1967-02-22
21890,2001-01-26
21891,2013-10-16
21892,1968-08-21
21893,2013-10-11
21894,2013-10-21
21895,2013-03-08
21896,1945-05-28
21897,2011-03-17
21898,2013-10-25
21899,1992-01-01
21900,1984-01-03
21901,1976-11-02
21902,2010-01-29
21903,1993-05-26
21904,1958-09-01
21905,1910-02-18
21906,2013-02-14
21907,1943-04-01
21908,1997-06-12
21909,1941-03-14
21910,2013-12-13
21911,2013-10-11
21912,1965-08-08
21913,2009-06-04
21914,2000-11-03
21915,1973-03-17
21916,2010-09-14
21917,2001-01-01
21918,1955-05-30
21919,1953-01-13
21920,1996-12-14
21921,1991-05-02
21922,2012-05-25
21923,1987-05-11
21924,2014-04-04
21925,1994-12-10
21926,2013-04-23
21927,2013-10-18
21928,2013-03-02
21929,2011-10-21
21930,2013-10-11
21931,2013-03-08
21932,2013-11-13
21933,2013-10-04
21934,1981-09-05
21935,2005-12-08
21936,2007-09-09
21937,2011-04-06
21938,2011-04-01
21939,2011-01-01
21940,1956-01-01
21941,2004-12-10
21942,2013-10-18
21943,2009-10-31
21944,2009-01-01
21945,2008-01-03
21946,2008-09-02
21947,2012-01-12
21948,2012-10-23
21949,1970-08-01
21950,1962-12-07
21951,2013-04-23
21952,2002-07-29
21953,1989-08-01
21954,2003-10-06
21955,2013-10-25
21956,2013-10-18
21957,1945-12-14
21958,1997-12-13
21959,1998-12-12
21960,2012-09-07
21961,1999-05-29
21962,2010-07-22
21963,1966-06-15
21964,1985-11-22
21965,1995-01-01
21966,1991-01-01
21967,1994-12-28
21968,2010-03-14
21969,2011-11-17
21970,1999-11-15
21971,2013-10-23
21972,1963-10-30
21973,1994-01-01
21974,2013-02-12
21975,2010-05-28
21976,2013-07-17
21977,2013-10-15
21978,1935-02-22
21979,1946-09-06
21980,2013-08-11
21981,1982-05-04
21982,1985-01-28
21983,2012-08-17
21984,2013-10-09
21985,1998-11-12
21986,2007-06-06
21987,2013-10-22
21988,2008-03-20
21989,2012-04-22
21990,2013-10-29
21991,1976-07-01
21992,1970-01-01
21993,2011-10-06
21994,2008-09-10
21995,2008-07-29
21996,2003-12-13
21997,2013-09-07
21998,2012-11-07
21999,2012-09-12
22000,2013-10-07
22001,2008-01-01
22002,2011-02-24
22003,2009-12-09
22004,2010-08-31
22005,2011-04-03
22006,2013-05-16
22007,2008-01-07
22008,2012-08-03
22009,1990-11-21
22010,2012-11-09
22011,2013-10-04
22012,2012-08-10
22013,1996-11-08
22014,1994-06-01
22015,2011-01-01
22016,1924-03-30
22017,1954-02-09
22018,2006-06-22
22019,2013-09-10
22020,2012-09-07
22021,2013-11-29
22022,2013-05-03
22023,2012-09-05
22024,2013-02-23
22025,2012-09-23
22026,2006-01-09
22027,2010-08-20
22028,2013-11-01
22029,2012-03-20
22030,2006-01-19
22031,2011-09-20
22032,2010-12-22
22033,2012-08-03
22034,1950-05-05
22035,2012-11-30
22036,2013-06-21
22037,2012-11-02
22038,2013-10-30
22039,2002-11-02
22040,1969-07-26
22041,1990-08-17
22042,2010-08-11
22043,1998-04-12
22044,2004-10-05
22045,1952-10-01
22046,2010-12-10
22047,1994-10-01
22048,1991-09-25
22049,2005-08-05
22050,1964-08-05
22051,1956-09-16
22052,1959-10-15
22053,2003-12-24
22054,2004-09-07
22055,2007-05-16
22056,2001-07-19
22057,2011-01-01
22058,2013-02-01
22059,2013-10-31
22060,2013-09-27
22061,2013-04-25
22062,1957-08-29
22063,2013-11-07
22064,1976-03-31
22065,2002-06-25
22066,1958-09-01
22067,2012-12-01
22068,1974-03-20
22069,2011-08-27
22070,2012-10-09
22071,1983-02-18
22072,1976-07-26
22073,1998-01-01
22074,1995-09-12
22075,1998-12-08
22076,2010-02-13
22077,2006-05-30
22078,1974-01-01
22079,2004-04-14
22080,2006-10-07
22081,2011-03-11
22082,2013-05-20
22083,2011-06-19
22084,2013-10-11
22085,2012-03-09
22086,2007-01-19
22087,1987-01-01
22088,2013-05-18
22089,2013-11-01
22090,2013-11-08
22091,2013-11-15
22092,2009-10-10
22093,2013-10-25
22094,2012-12-24
22095,1953-01-01
22096,1956-01-01
22097,1953-01-01
22098,2013-10-19
22099,1924-05-05
22100,2009-12-12
22101,2012-12-15
22102,2010-03-10
22103,1957-11-13
22104,1990-01-01
22105,2013-11-15
22106,2013-12-11
22107,2013-12-06
22108,1973-01-01
22109,2013-02-06
22110,1952-12-20
22111,2010-08-23
22112,2007-01-01
22113,1994-04-18
22114,2013-02-27
22115,1974-04-09
22116,2009-01-09
22117,2009-01-01
22118,2010-12-12
22119,1960-09-08
22120,1961-09-01
22121,1943-01-22
22122,1968-12-16
22123,2013-10-10
22124,2013-02-09
22125,1992-03-27
22126,2008-02-08
22127,2013-11-01
22128,1974-08-15
22129,1966-01-01
22130,2013-09-20
22131,1942-09-15
22132,1948-05-01
22133,2013-01-07
22134,2010-09-17
22135,2012-07-15
22136,2013-09-04
22137,1994-01-01
22138,1994-12-13
22139,1994-06-01
22140,1996-11-29
22141,1977-08-01
22142,2001-05-12
22143,1972-05-25
22144,2012-09-13
22145,2008-02-25
22146,1957-11-06
22147,2010-03-19
22148,2011-09-30
22149,1990-08-09
22150,1994-08-18
22151,1985-04-12
22152,2011-07-06
22153,2010-01-18
22154,2010-10-18
22155,2000-12-26
22156,1948-03-08
22157,2013-11-27
22158,1962-12-01
22159,2007-01-01
22160,1981-06-17
22161,1979-09-04
22162,1963-10-21
22163,1990-01-31
22164,2013-10-16
22165,1985-04-01
22166,2012-11-20
22167,1965-12-24
22168,2009-11-17
22169,2012-11-13
22170,1967-10-14
22171,2013-01-17
22172,2013-08-22
22173,1995-10-14
22174,2013-07-19
22175,2010-04-02
22176,2013-10-06
22177,2009-04-30
22178,2013-12-25
22179,2013-11-27
22180,1985-08-08
22181,1995-09-19
22182,2007-11-08
22183,2012-01-12
22184,1978-09-13
22185,1982-09-13
22186,1956-01-01
22187,2011-06-15
22188,2011-12-08
22189,2013-12-06
22190,2013-12-26
22191,1965-11-27
22192,1962-04-18
22193,1962-10-12
22194,2013-10-19
22195,2013-03-21
22196,2013-09-06
22197,2013-11-01
22198,2013-07-26
22199,2012-10-12
22200,2012-11-17
22201,2011-03-16
22202,2013-08-31
22203,2013-01-24
22204,2013-09-10
22205,1999-02-17
22206,2013-12-06
22207,2013-09-20
22208,2008-07-24
22209,2011-11-04
22210,1966-04-17
22211,2009-04-28
22212,2013-12-12
22213,2013-12-18
22214,2013-12-18
22215,1963-03-15
22216,1963-08-10
22217,2009-10-03
22218,1972-06-01
22219,1969-05-23
22220,2007-12-11
22221,2008-06-10
22222,2013-05-17
22223,2013-08-20
22224,1985-12-17
22225,2012-07-05
22226,1942-01-01
22227,1974-04-28
22228,1935-01-19
22229,1958-05-03
22230,1970-08-12
22231,2013-03-18
22232,2013-10-04
22233,2013-06-28
22234,2011-08-27
22235,1977-12-24
22236,2013-08-13
22237,1989-11-10
22238,1940-05-09
22239,2013-09-26
22240,2001-08-15
22241,2001-10-30
22242,1960-07-10
22243,2013-12-09
22244,2003-02-09
22245,2013-11-29
22246,1989-01-01
22247,2008-10-27
22248,1997-09-22
22249,1984-02-11
22250,2006-03-08
22251,2009-01-28
22252,2013-12-24
22253,1997-01-01
22254,2004-11-28
22255,2012-11-23
22256,1963-11-30
22257,2013-05-22
22258,2012-10-24
22259,2012-07-13
22260,1958-01-19
22261,1973-04-25
22262,2013-03-14
22263,1995-10-08
22264,2011-07-09
22265,2013-09-08
22266,1978-02-01
22267,2013-11-21
22268,1986-03-31
22269,2007-12-22
22270,2013-11-16
22271,2010-03-12
22272,2012-07-13
22273,2012-02-29
22274,1966-10-15
22275,1952-10-10
22276,1960-04-13
22277,1964-03-14
22278,1964-07-11
22279,2010-10-29
22280,1963-01-01
22281,2004-05-01
22282,2006-06-08
22283,2013-01-18
22284,1978-03-20
22285,1964-12-30
22286,1924-02-14
22287,2013-11-22
22288,2010-08-14
22289,2013-04-05
22290,2014-03-11
22291,2013-04-26
22292,2006-01-01
22293,2010-11-24
22294,2013-09-11
22295,2000-02-27
22296,1992-10-16
22297,1983-04-22
22298,1991-09-06
22299,1969-04-28
22300,1981-01-01
22301,2005-03-12
22302,2001-09-26
22303,1974-12-05
22304,1980-08-20
22305,1965-09-18
22306,1965-04-03
22307,2012-10-12
22308,1996-06-14
22309,1998-01-01
22310,2012-09-07
22311,1975-05-17
22312,1995-09-09
22313,1977-09-12
22314,2012-06-22
22315,2012-07-19
22316,2011-09-26
22317,2013-11-01
22318,2008-09-06
22319,2009-04-25
22320,2012-02-15
22321,2001-02-18
22322,2013-11-14
22323,1998-12-01
22324,2012-03-30
22325,1971-04-21
22326,1965-03-24
22327,2013-07-31
22328,1965-12-24
22329,1966-05-03
22330,1966-08-13
22331,2013-12-18
22332,2012-10-05
22333,2013-02-16
22334,2013-09-06
22335,2013-04-20
22336,2012-11-28
22337,2013-08-15
22338,2013-11-23
22339,1975-02-01
22340,2010-03-26
22341,2013-12-01
22342,2013-04-22
22343,1963-01-01
22344,1947-10-31
22345,1974-12-19
22346,2013-08-01
22347,1973-06-06
22348,1984-06-06
22349,1967-04-03
22350,2011-07-13
22351,2012-09-21
22352,1990-07-05
22353,1986-10-09
22354,1970-03-06
22355,2013-10-25
22356,1978-01-01
22357,2013-12-18
22358,2008-12-17
22359,1992-09-17
22360,1990-09-21
22361,1984-10-03
22362,2013-12-27
22363,1985-10-04
22364,2007-05-01
22365,1978-10-28
22366,2008-12-24
22367,2013-12-22
22368,2012-11-09
22369,2013-01-11
22370,1980-04-17
22371,2016-02-11
22372,1973-12-31
22373,2011-09-14
22374,2012-11-22
22375,2013-06-21
22376,2011-09-15
22377,1980-12-11
22378,2010-12-11
