,title,vote_count,vote_average,release_year
20481,Dancing in the Rain,4.0,4.6,1961
20482,The Rage,13.0,4.7,2007
20483,The Bang Bang Club,54.0,6.7,2010
20484,The Gatekeepers,39.0,6.5,2012
20485,A Glimpse Inside the Mind of Charles Swan III,28.0,4.2,2012
20486,Lore,104.0,7.1,2012
20487,Traffic Department,13.0,6.9,2013
20488,The Rumble in the Air: Conditioned Auditorium,4.0,6.1,2012
20489,"Sasquatch, the Legend of Bigfoot",0.0,0.0,1976
20490,Right America:  Feeling Wronged,0.0,0.0,2009
20491,The Devil's Tomb,54.0,4.0,2009
20492,Game of Death,40.0,4.8,2010
20493,Quackser Fortune Has a Cousin in the Bronx,0.0,0.0,1970
20494,Can Heironymus Merkin Ever Forget Mercy Humppe and Find True Happiness?,3.0,3.8,1969
20495,The Pink Jungle,0.0,0.0,1968
20496,Chinese Zodiac,266.0,6.0,2012
20497,The Playroom,6.0,6.0,2013
20498,Song for Marion,66.0,6.5,2012
20499,Beautiful Creatures,1017.0,5.6,2013
20500,Living Free,3.0,6.7,1972
20501,Ten Tall Men,5.0,5.8,1951
20502,Fig Jam,15.0,6.9,2011
20503,Knucklehead,10.0,4.9,2010
20504,A Good Day to Die Hard,3519.0,5.2,2013
20505,I Thank a Fool,1.0,6.0,1962
20506,Monte Walsh,10.0,5.0,2003
20507,21 & Over,748.0,5.7,2013
20508,Tale of Tales,30.0,7.4,1979
20509,The House Is Black,21.0,8.3,1963
20510,Mothlight,23.0,6.1,1963
20511,War Witch,40.0,6.1,2012
20512,The World Before Her,7.0,6.6,2012
20513,Who Killed Vincent Chin?,1.0,5.0,1987
20514,Safe Haven,840.0,6.9,2013
20515,Elles,45.0,5.1,2011
20516,In the Edges: The 'Grizzly Man' Session,0.0,0.0,2005
20517,Bronies: The Extremely Unexpected Adult Fans of My Little Pony,20.0,5.5,2012
20518,Frozen Planet,46.0,8.3,2011
20519,The Act of Killing,213.0,7.5,2012
20520,The Match King,1.0,7.0,1932
20521,The Goddess of 1967,9.0,6.4,2000
20522,Åsa-Nisse - Welcome to Knohult,6.0,3.9,2011
20523,PressPausePlay,8.0,7.6,2011
20524,U.S. Seals,3.0,5.7,2000
20525,Raid on Rommel,13.0,5.3,1971
20526,The Angel Levine,0.0,0.0,1970
20527,Universal Soldier: Day of Reckoning,139.0,5.1,2012
20528,Room 237,212.0,6.2,2012
20529,Arnulf Rainer,14.0,4.9,1960
20530,"Above the Street, Below the Water",3.0,4.7,2009
20531,The Amazing Johnathan: Wrong on Every Level,1.0,4.0,2006
20532,The Mind Reader,1.0,8.0,1933
20533,Benji,3.0,8.0,2012
20534,To.get.her,0.0,0.0,2011
20535,Escape from Planet Earth,337.0,5.7,2013
20536,Saving Lincoln,1.0,1.0,2013
20537,Patton Oswalt: No Reason to Complain,5.0,7.2,2006
20538,Confessions of a Brazilian Call Girl,74.0,6.1,2011
20539,Death of a Salesman,1.0,2.0,1966
20540,The Scarecrow,0.0,0.0,1972
20541,Film Noir: Bringing Darkness to Light,4.0,7.3,2006
20542,Helicopter String Quartet,0.0,0.0,2005
20543,Breaking The Surface: The Greg Louganis Story,7.0,4.9,1997
20544,Salla - Selling the Silence,1.0,7.0,2011
20545,Before Midnight,583.0,7.3,2013
20546,The Oranges,149.0,5.3,2011
20547,Fake It So Real,2.0,7.5,2012
20548,The Reincarnation of Isabel,2.0,5.0,1973
20549,How to Make a Monster,11.0,4.0,2001
20550,Which Way Home,5.0,7.5,2009
20551,Heroine,15.0,5.0,2012
20552,Starship Troopers: Invasion,139.0,5.6,2012
20553,Lucifer Rising,18.0,7.4,1974
20554,Escape,28.0,5.3,2012
20555,Snitch,1155.0,5.8,2013
20556,Black and White,2.0,3.5,1968
20557,Sixtynine,1.0,5.0,1969
20558,Eye in the Sky,16.0,6.3,2007
20559,The Pirate Bay: Away From Keyboard,123.0,7.0,2013
20560,The Eternal Return of Antonis Paraskevas,4.0,6.0,2013
20561,Living in Emergency: Stories of Doctors Without Borders,1.0,9.0,2008
20562,Dark Skies,668.0,6.1,2013
20563,Zig Zag,11.0,6.5,2002
20564,Blue Swallow,1.0,7.0,2005
20565,Empty Nest,4.0,6.3,2008
20566,I am Jesus,1.0,5.0,2011
20567,Marie Kroyer,6.0,5.8,2012
20568,A Coffee in Berlin,113.0,7.0,2012
20569,Journey to the West: Conquering the Demons,95.0,6.8,2013
20570,Holy Wars,1.0,8.0,2010
20571,911 in Plane Site,5.0,8.0,2004
20572,Murder in Greenwich,6.0,4.0,2002
20573,Maniac Cop 2,42.0,5.3,1990
20574,Gunfighter's Moon,2.0,5.5,1997
20575,A Movie,12.0,7.3,1958
20576,Fantômas: In the Shadow of the Guillotine,13.0,6.7,1913
20577,The Act of Seeing with One's Own Eyes,12.0,7.1,1971
20578,On the Last Verse - A Small Film About Death,2.0,2.5,1999
20579,"Look, Up in the Sky: The Amazing Story of Superman",5.0,6.9,2006
20580,ARAL. Fishing in an Invisible Sea,3.0,7.7,2004
20581,The Suitor,6.0,6.4,1962
20582,Yoyo,9.0,5.9,1965
20583,As Long as You've Got Your Health,4.0,6.3,1966
20584,Jack the Giant Slayer,2634.0,5.5,2013
20585,East Meets West,1.0,5.0,2011
20586,The Last Exorcism Part II,204.0,4.4,2013
20587,Lenny Bruce: Swear to Tell the Truth,1.0,9.5,1998
20588,Verboten!,5.0,4.9,1959
20589,The Solitude of Prime Numbers,70.0,5.5,2010
20590,Wadjda,125.0,7.2,2012
20591,The Unintentional Kidnapping of Mrs. Elfriede Ott,9.0,6.6,2010
20592,The Legend of Sleepy Hollow,24.0,7.1,1949
20593,G.I. Joe: Retaliation,3045.0,5.4,2013
20594,With Every Heartbeat,48.0,6.8,2011
20595,My Name Is Juani,12.0,3.5,2006
20596,Stoker,895.0,6.5,2013
20597,Phantom,120.0,5.5,2013
20598,The Tale of Sweeney Todd,4.0,5.5,1998
20599,Le Grand Amour,3.0,6.0,1969
20600,Sound City,90.0,7.4,2013
20601,Oz: The Great and Powerful,3576.0,5.7,2013
20602,The Net 2.0,25.0,4.9,2006
20603,Satan's Blood,8.0,6.3,1978
20604,Tripping the Rift: The Movie,12.0,5.1,2008
20605,Fog City Mavericks,0.0,0.0,2007
20606,Dead Man Down,646.0,5.9,2013
20607,The Croods,2447.0,6.8,2013
20608,Land of Milk and Honey,2.0,6.0,1971
20609,The Thick-Walled Room,2.0,7.0,1956
20610,I Will Buy You,3.0,8.3,1956
20611,This Movie Is Broken,5.0,3.9,2010
20612,Life 2.0,8.0,6.5,2010
20613,Sons of Perdition,5.0,6.6,2010
20614,Last Call at the Oasis,2.0,7.0,2011
20615,The Child,9.0,4.6,2012
20616,And Now The Screaming Starts,12.0,6.4,1973
20617,Wieners,16.0,5.1,2008
20618,The Borrowers,17.0,6.2,2011
20619,First Person Plural,0.0,0.0,2000
20620,First Target,3.0,1.3,2000
20621,Age of the Dragons,39.0,4.3,2011
20622,The Trial of the Incredible Hulk,15.0,4.9,1989
20623,Populaire,190.0,6.6,2012
20624,Central Park,2.0,8.5,1990
20625,The Inheritance,3.0,5.7,1962
20626,"Hello, Friend",1.0,6.0,2003
20627,The Hucksters,4.0,6.4,1947
20628,Emperor,99.0,6.1,2012
20629,The Silence,37.0,6.5,2010
20630,The Girl,14.0,5.9,2012
20631,Genghis Khan,9.0,6.2,1965
20632,Shadow Boxers,0.0,0.0,1999
20633,Leviathan,26.0,6.8,2012
20634,Burn,7.0,7.1,2012
20635,Elevator,51.0,5.1,2011
20636,Paper Castles,10.0,5.6,2009
20637,Accomplices,11.0,5.6,2010
20638,The Glass Menagerie,3.0,6.7,1950
20639,The Great Gatsby,6.0,5.8,1949
20640,9500 Liberty,0.0,0.0,2009
20641,Wild Guitar,5.0,5.2,1962
20642,The Sadist,15.0,6.4,1963
20643,Clip,35.0,5.2,2012
20644,Herman's House,4.0,4.6,2012
20645,Westward the Women,10.0,6.6,1951
20646,A Thousand Cuts,6.0,4.3,2012
20647,Pablo's Hippos,1.0,8.0,2010
20648,Radio Rebel,196.0,5.9,2012
20649,StarStruck,231.0,6.3,2010
20650,Geek Charming,188.0,6.0,2011
20651,Elevator,1.0,3.0,2008
20652,In Their Skin,46.0,5.2,2012
20653,I Give It a Year,348.0,5.4,2013
20654,The Incredible Burt Wonderstone,732.0,5.3,2013
20655,Spring Breakers,1580.0,5.0,2013
20656,The Red Spectacles,6.0,4.8,1987
20657,Stray Dog: Kerberos Panzer Cops,6.0,6.3,1991
20658,Abendland,2.0,5.5,2011
20659,Shanghai Calling,7.0,5.7,2012
20660,I'm So Excited!,219.0,5.8,2013
20661,The Finger,0.0,0.0,2011
20662,The Frozen,14.0,4.2,2012
20663,Amber Lake,3.0,5.7,2011
20664,Unspeakable Acts,4.0,3.5,1990
20665,Dry Movie,3.0,7.3,2005
20666,Operation: Daybreak,14.0,6.9,1975
20667,The Crossing,7.0,6.5,2000
20668,Shining Night: A Portrait of Composer Morten Lauridsen,0.0,0.0,2012
20669,Stolen Seas,6.0,8.2,2013
20670,The Snow Creature,5.0,3.4,1954
20671,Snowbeast,9.0,3.7,1977
20672,The Atomic States Of America,1.0,4.0,2012
20673,Miss Blue Jeans,6.0,5.9,2012
20674,I Am Comic,6.0,5.9,2010
20675,Outlaw of Gor,6.0,2.2,1988
20676,The Call,1275.0,6.6,2013
20677,Olympus Has Fallen,3010.0,6.2,2013
20678,The Wayward Bus,0.0,0.0,1957
20679,Where Are My Children?,4.0,6.5,1916
20680,InAPPropriate Comedy,31.0,3.6,2013
20681,Gregory Crewdson: Brief Encounters,8.0,7.5,2012
20682,Blood Games,4.0,4.8,1990
20683,The Wandering Soul Murders,4.0,5.5,2001
20684,The Searchers of Happiness,0.0,0.0,1936
20685,Abraham Lincoln,7.0,5.0,1930
20686,Riders of the Purple Sage,0.0,0.0,1996
20687,Steep,2.0,4.5,2007
20688,Los Marziano,2.0,6.0,2011
20689,My Brother the Devil,21.0,6.6,2012
20690,The First Time,725.0,7.1,2012
20691,Mezzo Forte,7.0,6.0,2000
20692,Company,4.0,7.0,2011
20693,Kill for Me,39.0,5.7,2013
20694,The Christine Jorgensen Story,0.0,0.0,1970
20695,Moving Out,0.0,0.0,1983
20696,The Baby Dance,2.0,5.5,1998
20697,The Inspectors,2.0,6.5,1998
20698,El Big Bang de Tunguska,1.0,7.0,2008
20699,The Big Circus,1.0,7.0,1959
20700,My Last Five Girlfriends,11.0,5.6,2009
20701,The Kiss,2.0,6.5,1929
20702,Trailer Park of Terror,24.0,4.8,2008
20703,The Task,30.0,4.9,2011
20704,2:22,13.0,5.2,2008
20705,The Cottage,10.0,4.3,2012
20706,Miguel and William,3.0,5.0,2007
20707,The Brussels Business,3.0,6.2,2012
20708,Big Girls Don't Cry... They Get Even,5.0,4.6,1992
20709,Curse of the Blair Witch,12.0,6.4,1999
20710,The Substitute,1.0,0.0,1993
20711,Upperworld,1.0,7.0,1934
20712,Storage,7.0,6.6,2009
20713,Assassin's Bullet,25.0,3.3,2012
20714,In the House,259.0,7.3,2012
20715,30 Beats,5.0,3.3,2012
20716,The King Is Dead!,7.0,5.6,2012
20717,Nazty Nuisance,1.0,1.0,1943
20718,An Ungentlemanly Act,4.0,4.3,1992
20719,The Place Beyond the Pines,1689.0,6.8,2013
20720,Into the White,96.0,6.9,2012
20721,The Brass Teapot,165.0,5.8,2012
20722,Phil Spector,37.0,5.9,2013
20723,For the Love of a Dog,2.0,3.8,2008
20724,Alabama Moon,18.0,6.3,2009
20725,Smitty,3.0,4.3,2012
20726,The Host,1859.0,6.0,2013
20727,Ocean Heaven,21.0,7.1,2010
20728,Angel Dog,2.0,3.0,2011
20729,The Best and the Brightest,9.0,4.4,2010
20730,Two Little Boys,9.0,6.3,2012
20731,A Beautiful Life,0.0,0.0,2008
20732,A Bird of the Air,7.0,5.5,2011
20733,A Breed Apart,6.0,5.0,1984
20734,A Bag of Hammers,25.0,6.0,2011
20735,The Good Doctor,52.0,5.0,2011
20736,The Whale,8.0,5.0,2011
20737,Admission,307.0,5.5,2013
20738,Riverworld,14.0,4.3,2010
20739,Confidential Agent,8.0,4.3,1945
20740,Kuningas Litmanen,1.0,7.0,2012
20741,18 Fingers of Death!,3.0,5.0,2006
20742,A Get2Gether,1.0,6.0,2005
20743,A Man Called Gannon,0.0,0.0,1968
20744,Don : The Chase Begins Again,68.0,7.3,2006
20745,A Bunch of Amateurs,6.0,6.2,2008
20746,Night Across the Street,4.0,7.5,2012
20747,The Flat,8.0,6.4,2011
20748,Patience (After Sebald),1.0,5.0,2012
20749,Magadheera,23.0,7.2,2009
20750,Three Way,8.0,4.4,2004
20751,Hey Ram,10.0,6.7,2000
20752,A Night in Heaven,4.0,5.5,1983
20753,'Twas the Night Before Christmas,11.0,5.9,1974
20754,Dr. Dolittle 3,82.0,4.5,2006
20755,The Ghost Galleon,12.0,4.8,1974
20756,Marvin Gaye What's going on Life and Death of Marvin Gaye,0.0,0.0,2005
20757,Copper Mountain,8.0,2.9,1983
20758,One Life,24.0,7.2,2011
20759,Blue Caprice,42.0,5.8,2013
20760,Bad 25,8.0,6.9,2012
20761,Solemn Promise,3.0,3.5,2009
20762,Huddersfield,5.0,6.7,2007
20763,Underground: The Julian Assange Story,18.0,5.8,2012
20764,Lush Life,2.0,3.8,1993
20765,009 Re: Cyborg,11.0,5.7,2012
20766,Ace Attorney,29.0,5.8,2012
20767,Emmauksen tiellä,2.0,7.0,2001
20768,Loaded,14.0,4.0,2008
20769,The Elusive Summer of '68,7.0,6.6,1984
20770,Koi... Mil Gaya,37.0,6.4,2003
20771,Dinosaurus!,10.0,5.0,1960
20772,Miss Cast Away,5.0,2.7,2004
20773,Business as Usual,0.0,0.0,1987
20774,Thank God He Met Lizzie,3.0,5.0,1997
20775,The Rough House,8.0,5.6,1917
20776,Evil Dead,1754.0,6.4,2013
20777,Trance,975.0,6.5,2013
20778,The War of the Gargantuas,9.0,6.3,1966
20779,The Machine That Kills Bad People,5.0,6.8,1952
20780,Chasing Beauty,4.0,6.5,2013
20781,Killing Bono,26.0,6.3,2011
20782,Welcome to the Punch,284.0,5.7,2013
20783,My Awkward Sexual Adventure,60.0,5.6,2012
20784,Fly Me to the Moon,196.0,5.6,2012
20785,A Family,5.0,6.0,2011
20786,Papadopoulos & Sons,15.0,5.7,2012
20787,Better This World,6.0,6.8,2011
20788,Americano,8.0,5.9,2005
20789,Skylab,23.0,6.3,2011
20790,Putzel,1.0,1.0,2012
20791,The Mountain,7.0,6.8,1956
20792,The Fighting Prince of Donegal,1.0,7.0,1966
20793,Poor White Trash,7.0,3.9,2000
20794,Year of the Jellyfish,11.0,6.1,1984
20795,Don't Make Waves,8.0,6.4,1967
20796,The King of Texas,0.0,0.0,2008
20797,About Face: Supermodels Then and Now,1.0,5.0,2012
20798,According to Spencer,2.0,4.0,2001
20799,National Geographic: Hitler's Stealth Fighter,0.0,0.0,2009
20800,One Lucky Elephant,1.0,8.0,2011
20801,Racing Dreams,9.0,6.8,2010
20802,The Staircase,22.0,7.9,2004
20803,Shepard & Dark,4.0,6.0,2012
20804,Teenage Paparazzo,9.0,6.4,2010
20805,50 Children: The Rescue Mission of Mr. and Mrs. Kraus,0.0,0.0,2013
20806,Oblivion,4862.0,6.4,2013
20807,Nazis at the Center of the Earth,38.0,3.2,2012
20808,The Fourth State,14.0,4.9,2012
20809,God's Puzzle,3.0,6.2,2008
20810,Siberian Education,138.0,6.7,2013
20811,Dark Tide,61.0,4.8,2012
20812,Bernice Bobs Her Hair,0.0,0.0,1976
20813,Bones Brigade: An Autobiography,20.0,7.9,2012
20814,To the Wonder,164.0,5.9,2013
20815,42,795.0,6.8,2013
20816,The Prodigal Son,1.0,5.0,1992
20817,Ladybug Ladybug,5.0,6.6,1963
20818,Happy,21.0,7.1,2011
20819,The Truth of Lie,1.0,5.0,2011
20820,The Castle of Cloads,0.0,0.0,1970
20821,Bhutto,5.0,4.9,2010
20822,Black Rose Ascension,0.0,0.0,1975
20823,E Aí... Comeu?,20.0,5.8,2012
20824,Undefeatable,13.0,6.6,1993
20825,The Burning Bed,9.0,6.0,1984
20826,A Lawless Street,10.0,4.6,1955
20827,Across the Wide Missouri,7.0,4.9,1951
20828,Seeking Asian Female,1.0,5.0,2012
20829,Love Is All You Need,86.0,6.2,2012
20830,Downeast,0.0,0.0,2012
20831,U2: From the Sky Down,7.0,6.5,2011
20832,Afghan Luke,7.0,4.8,2011
20833,Alex in Wonderland,3.0,6.7,1970
20834,Carne de gallina,2.0,5.5,2001
20835,Wolf Children,483.0,8.0,2012
20836,Mugabe and the White African,4.0,6.0,2009
20837,Battle in Outer Space,7.0,5.4,1959
20838,Tesla: Master of Lightning,3.0,5.7,2000
20839,Never Sleep Again: The Elm Street Legacy,37.0,8.2,2010
20840,Disconnect,459.0,6.9,2012
20841,iSteve,20.0,5.0,2013
20842,All American Orgy,5.0,3.0,2010
20843,The Colors of the Mountain,14.0,7.5,2011
20844,The Eternal Return,4.0,7.1,1943
20845,Konga,6.0,4.3,1961
20846,The H-Man,5.0,6.3,1958
20847,Scary Movie 5,813.0,4.6,2013
20848,Last Cowboy Standing,3.0,8.0,2009
20849,Like Someone in Love,60.0,7.3,2012
20850,The Invincible Iron Man,43.0,5.5,2007
20851,Thor: Tales of Asgard,53.0,6.2,2011
20852,Before Your Eyes,7.0,7.4,2009
20853,"Yongary, Monster from the Deep",10.0,4.0,1967
20854,To the Arctic,7.0,5.7,2012
20855,Pain & Gain,1595.0,6.1,2013
20856,The Holding,11.0,5.6,2011
20857,Breaking Wind,61.0,3.7,2012
20858,The Taming of the Shrew,1.0,10.0,1980
20859,The Bride Came C.O.D.,8.0,7.8,1941
20860,Mexican Hayride,5.0,6.0,1948
20861,Iron Man: Rise of Technovore,61.0,5.2,2013
20862,Hulk vs. Wolverine,48.0,6.8,2009
20863,Planet Hulk,108.0,6.7,2010
20864,A Band Called Death,36.0,7.1,2013
20865,Home Run,25.0,6.3,2013
20866,Resolution,74.0,6.3,2012
20867,Grabbers,140.0,6.0,2012
20868,Erased,251.0,5.6,2012
20869,Albino Farm,10.0,4.0,2009
20870,Always in My Heart,2.0,5.5,1942
20871,Justice League: Doom,197.0,7.1,2012
20872,Living on One Dollar,36.0,6.6,2013
20873,The Grandmaster,280.0,6.3,2013
20874,The Magnetic Monster,12.0,5.9,1953
20875,After Office Hours,2.0,6.0,1935
20876,American Kickboxer,6.0,3.4,1991
20877,American Kickboxer 2,3.0,5.0,1993
20878,American Winter,1.0,0.0,2013
20879,Polly of the Circus,2.0,5.5,1932
20880,Going to Pieces: The Rise and Fall of the Slasher Film,26.0,7.6,2006
20881,One-Eyed Monster,22.0,5.2,2008
20882,Prinsessa Ruusunen,0.0,0.0,1949
20883,Yesterday Was a Lie,4.0,6.0,2008
20884,Sofia's Last Ambulance,4.0,7.3,2012
20885,This Is the End,2394.0,6.2,2013
20886,Iron Man 3,8951.0,6.8,2013
20887,Miss Austen Regrets,21.0,5.4,2008
20888,Valentino,10.0,5.4,1977
20889,Revolution,4.0,4.9,2013
20890,The Black Camel,10.0,5.2,1931
20891,Middle of Nowhere,20.0,6.1,2008
20892,Superman: Unbound,109.0,6.6,2013
20893,Zombies of the Stratosphere,2.0,4.5,1952
20894,3° kälter,0.0,0.0,2006
20895,The Numbers Station,223.0,5.3,2013
20896,The English Teacher,117.0,5.8,2013
20897,Standing Up,18.0,6.5,2013
20898,Late Autumn,22.0,6.9,2010
20899,"The Late, Great Planet Earth",1.0,1.0,1979
20900,A Better Way to Die,8.0,5.8,2000
20901,Casanova's Big Night,5.0,6.8,1954
20902,Tunnel Rats,22.0,5.1,2008
20903,"20,000 Leagues Under the Sea",13.0,4.6,1997
20904,A Successful Calamity,0.0,0.0,1932
20905,Mud,1080.0,7.0,2013
20906,L'industriale,13.0,5.0,2011
20907,Chariots of the Gods,5.0,7.1,1970
20908,The Human Tornado,12.0,5.8,1976
20909,Aces 'N' Eights,6.0,5.1,2008
20910,After The Storm,3.0,2.7,2001
20911,The Tenth Man,3.0,5.3,1988
20912,Bill Hicks: Revelations,21.0,8.5,1993
20913,Perils of the Sentimental Swordsman,2.0,4.8,1982
20914,War of the Shaolin Temple,1.0,6.0,1980
20915,Majesty,1.0,6.0,2010
20916,Dragon,79.0,6.9,2011
20917,The Lost One,4.0,6.3,1951
20918,Manhunt: The Inside Story of the Hunt for Bin Laden,4.0,6.3,2013
20919,Cheerful Weather for the Wedding,16.0,5.5,2012
20920,Small Apartments,50.0,5.7,2012
20921,Holy Flame of the  Martial World,7.0,6.4,1983
20922,The Web of Death,7.0,5.3,1976
20923,Legendary Weapons of China,9.0,6.7,1982
20924,Ju-on: White Ghost,27.0,6.0,2009
20925,Ju-on: Black Ghost,22.0,4.6,2009
20926,The South Shaolin Master,1.0,8.0,1984
20927,Cold Steel,3.0,6.0,1987
20928,The Afflicted,12.0,4.0,2011
20929,Pawn,54.0,5.4,2013
20930,Manborg,24.0,5.0,2011
20931,Under the Salt,5.0,5.8,2008
20932,Henry IV Part 1,2.0,4.5,1979
20933,Family Weekend,64.0,6.2,2013
20934,The Woman Who Wasn't There,14.0,6.7,2012
20935,Sergeant Dead Head,0.0,0.0,1965
20936,The Scapegoat,23.0,6.5,2012
20937,8:46,4.0,6.5,2011
20938,Hungry for Change,19.0,7.2,2012
20939,Ovosodo,57.0,6.9,1997
20940,Henry IV Part 2,0.0,0.0,1979
20941,A Grin Without a Cat,4.0,8.3,1977
20942,Numéro Deux,3.0,7.7,1975
20943,Empire,7.0,4.0,1964
20944,American Bandits: Frank and Jesse James,2.0,3.8,2010
20945,Shaolin Temple,10.0,6.1,1976
20946,The Sentimental Swordsman,4.0,6.0,1977
20947,Descendant of the Sun,2.0,4.3,1983
20948,A Brooklyn State of Mind,1.0,5.0,1998
20949,Three and Out,12.0,6.1,2008
20950,About Cherry,91.0,4.4,2012
20951,Sushi Girl,46.0,5.4,2012
20952,Where The Road Meets The Sun,2.0,4.3,2011
20953,Airspeed,3.0,3.3,1998
20954,The Arrested Development Documentary Project,7.0,6.2,2013
20955,The Awful Dr. Orlof,9.0,6.1,1962
20956,"Tomorrow, the World!",1.0,6.5,1944
20957,Enter the Phoenix,9.0,6.4,2004
20958,Syrup,87.0,5.7,2013
20959,The Candy Snatchers,8.0,6.8,1973
20960,Fortress 2,51.0,4.6,1999
20961,The Woman in the Fifth,29.0,5.0,2011
20962,Dangerous Corner,0.0,0.0,1934
20963,The Intruder,3.0,4.7,1999
20964,The Great Gatsby,3885.0,7.3,2013
20965,Hurt,9.0,3.8,2009
20966,How Much Wood Would a Woodchuck Chuck,8.0,7.3,1976
20967,Hyenas,4.0,7.3,1992
20968,Sicilia!,2.0,7.0,1999
20969,Lesson Plan,0.0,0.0,2010
20970,Lady Terminator,11.0,5.7,1989
20971,The Little Thief,6.0,5.8,1988
20972,A Blueprint for Murder,7.0,5.4,1953
20973,A Huey P. Newton Story,0.0,0.0,2001
20974,An Affair of the Heart,0.0,0.0,2012
20975,My Sucky Teen Romance,7.0,6.1,2011
20976,Star Trek Into Darkness,4479.0,7.4,2013
20977,Sweet Home,4.0,8.4,1989
20978,The Last Chance: Diary of Comedians,1.0,5.0,2013
20979,An American Romance,3.0,5.7,1944
20980,Andrew Dice Clay: Indestructible,0.0,0.0,2012
20981,Angels Don't Sleep Here,3.0,2.5,2002
20982,Foreverland,5.0,6.9,2012
20983,Wish You Were Here,26.0,5.2,2012
20984,Tales of Vesperia: The First Strike,7.0,5.8,2009
20985,Reincarnated,32.0,6.3,2012
20986,The Internship,1691.0,6.1,2013
20987,Bliss,14.0,7.1,2007
20988,La Soufrière,10.0,7.8,1977
20989,The Man with a Cloak,3.0,7.5,1951
20990,Spine Tingler! The William Castle Story,2.0,8.0,2007
20991,Last Stand at Saber River,3.0,3.7,1997
20992,The Flaying,1.0,6.0,2012
20993,The Secret Six,4.0,5.0,1931
20994,The Corsican File,90.0,5.9,2004
20995,Zatôichi Meets Yojimbo,18.0,6.9,1970
20996,Deep in the Valley,28.0,4.8,2009
20997,King of Katoren,2.0,9.5,2012
20998,Tokyo Trial,1.0,5.0,1983
20999,"Harvest: 3,000 Years",2.0,7.5,1976
21000,My Fake Fiance,78.0,5.6,2009
21001,Sissi: The Young Empress,73.0,7.0,1956
21002,As You Like It,0.0,0.0,1978
21003,Below the Belt,2.0,3.5,1980
21004,"Aries Spears: Hollywood, Look I'm Smiling",2.0,4.5,2011
21005,Kiss of the Damned,44.0,4.9,2012
21006,Stories We Tell,77.0,7.1,2012
21007,Darkon,6.0,6.7,2006
21008,180° South: Conquerors of the Useless,20.0,6.6,2010
21009,After Alice,2.0,3.5,1999
21010,Mimino,16.0,7.6,1977
21011,The Jeffrey Dahmer Files,25.0,5.6,2013
21012,Senność,4.0,5.8,2008
21013,Cycling with Molière,63.0,6.7,2013
21014,Company of Heroes,47.0,5.4,2013
21015,Three Smart Girls Grow Up,1.0,7.0,1939
21016,Ivan Vasilyevich Changes His Profession,62.0,7.8,1973
21017,New York: A Documentary Film,1.0,9.0,1999
21018,The Dead Man and Being Happy,4.0,4.9,2012
21019,Players,10.0,4.2,2012
21020,Livid,56.0,5.6,2011
21021,Only God Forgives,886.0,5.6,2013
21022,The Hangover Part III,2991.0,6.0,2013
21023,Garbo: The Spy,3.0,7.7,2009
21024,Fast & Furious 6,5282.0,6.7,2013
21025,Epic,1143.0,6.4,2013
21026,Captain America,13.0,4.7,1979
21027,Seasons of the Year,7.0,7.3,1975
21028,Tie Xi Qu: West of the Tracks,4.0,9.0,2002
21029,Night at the Crossroads,3.0,4.0,1932
21030,The Rink,24.0,6.5,1916
21031,Captain America II: Death Too Soon,10.0,3.5,1979
21032,Bastards of the Party,3.0,6.2,2005
21033,The Past,161.0,7.1,2013
21034,Lathe of Heaven,5.0,5.2,2002
21035,Down Terrace,26.0,6.3,2009
21036,My Wrongs 8245-8249 And 117,9.0,5.9,2002
21037,Bush Mama,1.0,5.0,1979
21038,"Surrender, Dorothy",7.0,3.8,2006
21039,The Twonky,2.0,4.0,1953
21040,The Merchant of Venice,0.0,0.0,1980
21041,The Loss of a Teardrop Diamond,11.0,5.5,2008
21042,The Broken Circle Breakdown,341.0,7.7,2012
21043,After School Midnighters,2.0,6.5,2012
21044,Life Back Then,2.0,6.0,2011
21045,The Devil's Carnival,33.0,5.3,2012
21046,Frances Ha,358.0,7.3,2013
21047,The Lords of Salem,244.0,5.1,2012
21048,Up Periscope,9.0,5.6,1959
21049,Alive and Ticking,18.0,6.2,2011
21050,Cell Count,7.0,3.9,2012
21051,Behind the Candelabra,307.0,6.6,2013
21052,India: Matri Bhumi,2.0,5.5,1959
21053,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,10.0,9.5,2000
21054,The Parade,36.0,6.7,2011
21055,L.A. Zombie,6.0,4.3,2010
21056,Firecracker,2.0,6.0,2005
21057,At the River I Stand,0.0,0.0,1993
21058,National Lampoon's Attack of the 5 Ft. 2 Women,0.0,0.0,1994
21059,Babies For Sale,0.0,0.0,1940
21060,Earth's Final Hours,18.0,4.8,2011
21061,Finding a Family,9.0,5.8,2011
21062,With Great Power: The Stan Lee Story,6.0,5.3,2010
